NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
764,동남합성,023450,D,D,D,C,2024,,,,
763,동방,004140,C,B,B,C,2024,,,,
762,동방아그로,007590,C,D,D,B,2024,,,,
761,동부건설,005960,B+,B+,B+,B,2024,,,,
760,동서,026960,C,C,C,C,2024,,,,
759,동성제약,002210,D,D,D,D,2024,,,,지배구조 등급조정(2024.10.)
758,동성케미컬,102260,A,A,A+,A,2024,,,,
757,동아쏘시오홀딩스,000640,A+,A,A+,A+,2024,,,,
756,동아에스티,170900,A,A,A+,A,2024,,,,
755,동아지질,028100,D,C,C,D,2024,,,,
754,동아타이어,282690,D,D,D,D,2024,,,,
753,동양,001520,C,B,B,C,2024,,,,
752,동양고속,084670,D,C,D,D,2024,,,,
751,동양생명,082640,B+,C,B+,B+,2024,,,,
750,동양철관,008970,D,C,D,D,2024,,,,
749,동양피스톤,092780,C,C,C,C,2024,,,,
748,동원F&B,049770,B,A,A,C,2024,,,,
747,동원금속,018500,C,B,D,B,2024,,,,
746,동원산업,006040,B,A,A,C,2024,,,,
745,동원수산,030720,D,D,D,D,2024,,,,
744,동원시스템즈,014820,B+,B+,A+,B,2024,,,,
743,동일고무벨트,163560,B+,B+,A,B+,2024,,,,
742,동일산업,004890,C,C,D,B+,2024,,,,
741,동일제강,002690,D,C,D,D,2024,,,,
740,동진쎄미켐,005290,B,A,A,C,2024,,,,
739,동화기업,025900,D,D,C,D,2024,,,,
738,동화약품,000020,C,B,B,C,2024,,,,
737,두산,000150,A,A,A+,B+,2024,,,,
736,두산밥캣,241560,A,B+,A,A,2024,,,,
735,두산에너빌리티,034020,B+,A,A,B,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
734,두산테스나,131970,B+,B+,A,B+,2024,,,,
733,두산퓨얼셀,336260,A,A,A+,B+,2024,,,,
732,두올,016740,D,D,C,C,2024,,,,
731,드림어스컴퍼니,060570,C,C,C,C,2024,,,,
730,드림텍,192650,C,C,D,B,2024,,,,
729,디씨엠,024090,C,D,D,B+,2024,,,,
728,디아이,003160,D,C,C,D,2024,,,,
727,디아이동일,001530,D,D,D,C,2024,통합 등급조정(2025.01.),,,지배구조 등급조정(2025.01.)
726,디아이씨,092200,C,C,B,D,2024,,,,
725,디어유,376300,D,D,D,D,2024,,,,
724,디와이,013570,C,D,D,B,2024,,,,
723,디와이덕양,024900,D,D,D,D,2024,,,,
722,디와이파워,210540,C,C,D,B+,2024,,,,
721,라이나생명보험,885673,등급없음,등급없음,등급없음,B,2024,,,,
720,락앤락,115390,B+,A,A,B,2024,,,,
719,레이크머티리얼즈,281740,C,C,D,C,2024,,,,
718,레인보우로보틱스,277810,D,D,D,D,2024,,,,
717,로보스타,090360,D,D,D,C,2024,,,,
716,롯데관광개발,032350,D,D,D,D,2024,,,,
715,롯데렌탈,089860,A,A,A,A,2024,,,,
714,롯데손해보험,000400,B+,C,A,B+,2024,,,,
713,롯데쇼핑,023530,A,A,A+,A,2024,,,,
712,롯데에너지머티리얼즈,020150,C,B,B+,C,2024,,,,
711,롯데웰푸드,280360,A,A,A,A,2024,,,,
710,롯데이노베이트,286940,A,A,A+,A,2024,,,,
709,롯데정밀화학,004000,A,A,A+,A,2024,,,,
708,롯데지주,004990,A,A,A+,A,2024,,,,
707,롯데칠성음료,005300,A,A+,A+,B+,2024,,,,
706,롯데카드,854231,등급없음,등급없음,등급없음,A,2024,,,,
705,롯데캐피탈,855981,등급없음,등급없음,등급없음,B,2024,,,,
704,롯데케미칼,011170,A,A,A+,B+,2024,,,,
703,롯데하이마트,071840,A,A,A+,A,2024,,,,
702,루닛,328130,B,C,B+,B,2024,,,,
701,리가켐바이오,141080,B+,B,A,B,2024,,,,
700,리노공업,058470,D,C,D,D,2024,,,,
699,리튬포어스,073570,D,D,D,D,2024,,,,
698,마니커,027740,D,D,D,C,2024,,,,
697,만호제강,001080,D,C,D,D,2024,,,,
696,매일유업,267980,A,A,A+,A,2024,,,,
695,멀티캠퍼스,067280,D,D,D,C,2024,,,,
694,메가스터디교육,215200,D,D,D,D,2024,,,,
693,메디톡스,086900,B,B+,B+,C,2024,통합 등급조정(2025.04.),,,지배구조 등급조정(2025.04.)
692,메리츠금융지주,138040,A,A,A,A,2024,,,,
691,메리츠증권,008560,등급없음,등급없음,등급없음,B,2024,,,,지배구조 등급조정(2025.01.)
690,메리츠캐피탈,867865,등급없음,등급없음,등급없음,B+,2024,,,,
689,메리츠화재해상보험,000060,등급없음,등급없음,등급없음,B+,2024,,,,
688,메이슨캐피탈,021880,D,D,D,D,2024,,,,
687,메지온,140410,D,D,D,D,2024,,,,
686,메타랩스,090370,D,D,D,D,2024,,,,
685,메타케어,118000,D,D,D,D,2024,,,,
684,메트라이프생명보험,832969,등급없음,등급없음,등급없음,B,2024,,,,
683,명문제약,017180,D,D,D,C,2024,,,,
682,명신산업,009900,C,C,C,C,2024,,,,
681,모나리자,012690,A,A,A+,A,2024,,,,
680,모나미,005360,D,D,C,D,2024,,,,
679,모나용평,070960,D,C,D,D,2024,,,,
678,모델솔루션,417970,C,D,D,B,2024,,,,
677,모두투어,080160,C,D,D,B+,2024,,,,
676,모토닉,009680,C,C,C,B,2024,,,,
675,모트렉스,118990,D,C,D,D,2024,,,,
674,무림P&P,009580,A,A,A,B+,2024,,,,
673,무림페이퍼,009200,B+,A,B+,B+,2024,,,,
672,무학,033920,D,C,D,D,2024,,,,
671,문배철강,008420,D,D,C,C,2024,,,,
670,미래나노텍,095500,C,C,B,D,2024,,,,
669,미래산업,025560,D,D,D,D,2024,,,,
668,미래아이앤지,007120,D,D,D,D,2024,,,,
667,미래에셋벤처투자,100790,C,D,D,B,2024,,,,
666,미래에셋생명,085620,B+,B+,A,B+,2024,,,,
665,미래에셋증권,006800,A,A+,A,B+,2024,,,,
664,미래에셋캐피탈,840265,등급없음,등급없음,등급없음,B+,2024,,,,
663,미스토홀딩스,081660,B+,B+,A,B,2024,,,,
662,미원상사,002840,C,C,D,C,2024,,,,
661,미원에스씨,268280,B,C,B,B+,2024,,,,
660,미원홀딩스,107590,C,C,B,C,2024,,,,
659,미원화학,134380,C,C,C,B,2024,,,,
658,미창석유공업,003650,D,C,D,D,2024,,,,
657,바이오노트,377740,D,D,D,C,2024,,,,
656,바이오니아,064550,D,D,D,C,2024,,,,
655,바텍,043150,D,D,D,D,2024,,,,
654,박셀바이오,323990,C,D,D,B,2024,,,,
653,방림,003610,C,C,D,C,2024,,,,
652,백산,035150,C,C,C,C,2024,,,,
651,범양건영,002410,D,D,C,D,2024,,,,
650,벽산,007210,B+,B+,B+,B,2024,,,,
649,보락,002760,D,D,D,C,2024,,,,
648,보령,003850,A,A,A+,B+,2024,,,,
647,보로노이,310210,D,D,D,C,2024,,,,
646,보해양조,000890,D,D,D,C,2024,,,,
645,부광약품,003000,B+,B,A+,B+,2024,,,,
644,부국증권,001270,C,D,B,C,2024,,,,
643,부국철강,026940,D,D,D,D,2024,,,,
642,부산산업,011390,D,C,D,D,2024,,,,
641,부산은행,005280,등급없음,등급없음,등급없음,B+,2024,,,,
640,부산주공,005030,C,C,C,C,2024,,,,
639,비비안,002070,D,D,D,D,2024,,,,
638,비상교육,100220,B,D,B,B,2024,,,,
637,비씨카드,837726,등급없음,등급없음,등급없음,B,2024,,,,
636,비에이치,090460,C,B,B+,C,2024,,,,
635,비엠더블유파이낸셜서비스코리아,878437,등급없음,등급없음,등급없음,C,2024,,,,
634,빙그레,005180,A,A,A+,A,2024,,,,
633,사람인,143240,C,D,C,C,2024,,,,
632,사조대림,003960,A,A,A,B+,2024,,,,
631,사조동아원,008040,B,B+,A,C,2024,,,,
630,사조산업,007160,B+,B+,B+,B+,2024,,,,
629,사조씨푸드,014710,B,C,B+,B,2024,,,,
628,사조오양,006090,B,B+,A,C,2024,,,,
627,산은캐피탈,008270,등급없음,등급없음,등급없음,B,2024,,,,
626,삼부토건,001470,D,C,C,D,2024,,,,
625,삼성E&A,028050,A,A,A,A,2024,,,,
624,삼성SDI,006400,A+,A+,A+,A,2024,,,,
623,삼성공조,006660,D,D,C,C,2024,,,,
622,삼성물산,028260,A,A,A+,A,2024,,,,
621,삼성바이오로직스,207940,A,A,A+,A,2024,,,,
620,삼성생명,032830,A,A,A+,B+,2024,,,,
619,삼성에스디에스,018260,A,B+,A+,A,2024,,,,
618,삼성전기,009150,A,A,A+,A,2024,,,,
617,삼성전자,005930,B+,B+,A,B,2024,,,,
616,삼성제약,001360,D,D,D,D,2024,,,,
615,삼성중공업,010140,A,A,A,B+,2024,,,,
614,삼성증권,016360,A,A+,A,B+,2024,,,,
613,삼성출판사,068290,C,D,D,B+,2024,,,,
612,삼성카드,029780,A,A+,A+,A,2024,,,,
611,삼성화재해상보험,000810,B+,A,A,B+,2024,,,,
610,삼아알미늄,006110,C,C,D,C,2024,,,,
609,삼양사,145990,A,A+,A+,B+,2024,,,,
608,삼양식품,003230,A,A,A+,A,2024,,,,
607,삼양통상,002170,C,C,D,B,2024,,,,
606,삼양패키징,272550,B,A,A,C,2024,,,,
605,삼양홀딩스,000070,A,A,A+,B+,2024,,,,
604,삼영,003720,D,C,D,D,2024,,,,
603,삼영무역,002810,C,D,D,B+,2024,,,,
602,삼영전자공업,005680,C,C,D,C,2024,,,,
601,삼원강재,023000,B+,B+,B+,A,2024,,,,
600,삼익THK,004380,C,C,C,B,2024,,,,
599,삼익악기,002450,D,D,D,D,2024,,,,
598,삼일씨엔에스,004440,C,C,D,C,2024,,,,
597,삼일제약,000520,C,D,C,B,2024,,,,
596,삼정펄프,009770,D,C,D,D,2024,,,,
595,삼진제약,005500,B,C,B,B+,2024,,,,
594,삼천당제약,000250,D,C,D,D,2024,,,,
593,삼천리,004690,C,B,B+,C,2024,,,,
592,삼표시멘트,038500,A,A,A+,A,2024,,,,
591,삼호개발,010960,B+,B+,A,B+,2024,,,,
590,삼화왕관,004450,C,C,D,C,2024,,,,
589,삼화전기,009470,D,C,C,D,2024,,,,
588,삼화전자공업,011230,D,D,D,D,2024,,,,
587,삼화콘덴서공업,001820,C,C,C,C,2024,,,,
586,삼화페인트공업,000390,B+,B+,B+,B+,2024,,,,
585,상상인증권,001290,C,D,C,C,2024,,,,
584,상신브레이크,041650,C,C,C,C,2024,,,,
583,상아프론테크,089980,B,B+,B+,C,2024,,,,
582,새론오토모티브,075180,D,C,D,D,2024,,,,
581,샘표,007540,C,C,B+,C,2024,,,,
580,샘표식품,248170,C,C,B+,D,2024,,,,
579,서부T&D,006730,D,C,D,D,2024,,,,
578,서연,007860,B+,B+,A,B+,2024,,,,
577,서연이화,200880,B+,B+,A,B+,2024,,,,
576,서울도시가스,017390,C,C,C,C,2024,,,,
575,서울반도체,046890,C,C,D,C,2024,,,,
574,서울보증보험,813002,등급없음,등급없음,등급없음,B,2024,,,,
573,서울식품공업,004410,D,C,D,D,2024,,,,
572,서원,021050,C,C,D,C,2024,,,,
571,서진시스템,178320,D,C,C,D,2024,,,,
570,서흥,008490,C,B+,A,D,2024,,,,
569,선도전기,007610,D,C,C,D,2024,,,,
568,선진,136490,A,B,A,A,2024,,,,
567,성문전자,014910,D,C,D,D,2024,,,,
566,성신양회,004980,C,B+,A,D,2024,,,,
565,성안머티리얼스,011300,D,D,D,D,2024,,,,
564,성우하이텍,015750,C,B,A,D,2024,,,,
563,성일하이텍,365340,C,C,C,C,2024,,,,
562,성창기업지주,000180,D,C,D,D,2024,,,,
561,세기상사,002420,C,D,D,B,2024,,,,
560,세방,004360,C,B,C,C,2024,,,,
559,세방전지,004490,C,C,C,C,2024,,,,
558,세아베스틸지주,001430,A,A,B+,A,2024,,,사회 등급조정(2024.10.),
557,세아제강,306200,B+,B+,B+,B+,2024,,,,
556,세아제강지주,003030,B+,B+,B+,B+,2024,,,,
555,세아특수강,019440,B+,B+,B+,B+,2024,,,,
554,세아홀딩스,058650,B+,A,A,B+,2024,,,,
553,세우글로벌,013000,D,D,D,D,2024,,,,
552,세원이앤씨,091090,D,D,D,D,2024,,,,
551,세원정공,021820,C,C,C,C,2024,,,,
550,세이브존I&C,067830,D,D,D,C,2024,,,,
549,세진중공업,075580,C,C,D,C,2024,,,,
548,셀바스AI,108860,D,D,D,D,2024,,,,
547,셀트리온,068270,A,A,A+,A,2024,,,,
546,셀트리온제약,068760,D,C,C,D,2024,,,,
545,솔루스첨단소재,336370,B+,B,B+,B+,2024,,,,
544,솔루엠,248070,B+,B+,B+,B,2024,,,,
543,솔브레인,357780,B+,B+,A+,B,2024,,,,
542,솔브레인홀딩스,036830,B+,B+,A+,B,2024,,,,
541,송원산업,004430,C,B+,B+,D,2024,,,,
540,수산세보틱스,017550,D,C,D,D,2024,,,,
539,수산인더스트리,126720,C,C,D,C,2024,,,,
538,스타에스엠리츠,204210,D,D,D,D,2024,,,,
537,스튜디오드래곤,253450,A,A+,A,B+,2024,,,,
536,스틱인베스트먼트,026890,B+,B+,A,B,2024,,,,
535,시그네틱스,033170,C,C,C,C,2024,,,,
534,시디즈,134790,D,C,D,D,2024,,,,
533,시알홀딩스,000480,C,C,B,C,2024,,,,
532,신대양제지,016590,D,C,D,D,2024,,,,
531,신도리코,029530,D,C,D,D,2024,,,,
530,신라교역,004970,D,D,D,C,2024,,,,
529,신라젠,215600,D,D,D,C,2024,,,,
528,신성델타테크,065350,C,C,D,B,2024,,,,
527,신성이엔지,011930,C,C,C,C,2024,,,,
526,신성통상,005390,D,D,D,D,2024,,,,
525,신세계,004170,A,A,A+,A,2024,,,,
524,신세계I&C,035510,A,A,A+,A,2024,,,,
523,신세계건설,034300,B+,B+,B+,B+,2024,,,,
522,신세계인터내셔날,031430,A,A,A,A,2024,,,,
521,신세계푸드,031440,A,A,A+,A,2024,,,,
520,신송홀딩스,006880,D,D,D,D,2024,,,,
519,신영와코루,005800,D,D,D,D,2024,,,,
518,신영증권,001720,B+,B+,A,B+,2024,,,,
517,신원,009270,B+,B,A,B+,2024,,,,
516,신일전자,002700,D,D,D,C,2024,,,,
515,신풍,002870,D,D,D,C,2024,,,,
514,신풍제약,019170,C,C,B+,D,2024,,,,
513,신한라이프생명보험,828992,등급없음,등급없음,등급없음,A,2024,,,,
512,신한은행,000010,등급없음,등급없음,등급없음,B+,2024,,,,
511,신한지주,055550,A+,A+,A,A+,2024,,,,
510,신한카드,032710,등급없음,등급없음,등급없음,A,2024,,,,
509,신한캐피탈,811323,등급없음,등급없음,등급없음,A,2024,,,,
508,신한투자증권,008670,등급없음,등급없음,등급없음,A,2024,,,,
507,신화인터텍,056700,C,C,C,B,2024,,,,
506,신흥,004080,D,D,D,D,2024,,,,
505,심텍,222800,A,B+,A+,B+,2024,,,,
504,쌍방울,102280,D,D,D,D,2024,,,,
,,,,,,,,,,,
502,써니전자,004770,D,C,D,D,2024,,,,
501,쏘카,403550,C,D,D,B,2024,,,,
500,씨아이에스,222080,C,C,C,C,2024,,,,
499,씨아이테크,004920,D,D,D,D,2024,,,,
498,씨에스윈드,112610,A,A,B+,A,2024,,,,
497,씨젠,096530,B+,B,A,B+,2024,,,,
496,씨티알모빌리티,308170,B,B,C,B,2024,,,,
495,아난티,025980,C,B,B,D,2024,,,,
494,아남전자,008700,D,D,D,C,2024,,,,
493,아모레퍼시픽,090430,A,A,A+,A,2024,,,,
492,아모레퍼시픽그룹,002790,A+,A,A+,A+,2024,,,,
491,아세아,002030,A,A,A,A,2024,,,,
490,아세아시멘트,183190,A,A,A,B+,2024,,,,
489,아세아제지,002310,B+,B+,A,B,2024,,,,
488,아센디오,012170,D,D,D,D,2024,,,,
487,아시아나IDT,267850,B,C,B+,B,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
486,아시아나항공,020560,B+,A,B+,B+,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
485,아이마켓코리아,122900,B,C,B+,B,2024,,,,
484,아이비케이연금보험,829322,등급없음,등급없음,등급없음,B,2024,,,,
483,아이비케이캐피탈,828519,등급없음,등급없음,등급없음,B,2024,,,,
482,아이비케이투자증권,809467,등급없음,등급없음,등급없음,B,2024,,,,
481,아이센스,099190,B,C,B+,B+,2024,,,,
480,아이에스동서,010780,C,B,B+,C,2024,,,,
479,아이에이치큐,003560,D,D,C,D,2024,,,,
478,아이엠뱅크,005270,등급없음,등급없음,등급없음,B+,2024,,,,지배구조 등급조정(2024.10.)
477,아이티엠반도체,084850,B+,B+,A,B,2024,,,,
476,아주IB투자,027360,B,C,A,B,2024,,,,
475,아주스틸,139990,D,C,D,D,2024,,,,
474,아진전자부품,009320,D,D,D,D,2024,,,,
473,안랩,053800,A,B+,A+,B+,2024,,,,
472,알루코,001780,C,B,B,C,2024,,,,
471,알테오젠,196170,C,D,C,B,2024,,,,
470,애경산업,018250,A,A,A+,A,2024,,,,
469,애경케미칼,161000,B+,B+,A,B+,2024,,,,
468,에넥스,011090,D,C,D,D,2024,,,,
467,에스디바이오센서,137310,C,C,B,D,2024,,,,
466,에스앤에스텍,101490,C,D,D,B+,2024,,,,
465,에스에프에이,056190,C,C,C,B,2024,,,,
464,에스엘,005850,B,B+,A,C,2024,,,,
463,에스엠,041510,B+,A,B+,B+,2024,,,,
462,에스엠벡셀,010580,D,D,D,C,2024,,,,
461,에스엠코어,007820,C,D,C,C,2024,,,,
460,에스원,012750,B+,B+,A,B+,2024,,,,
459,에스제이엠,123700,C,C,C,C,2024,,,,
458,에스제이엠홀딩스,025530,C,C,C,C,2024,,,,
457,에스케이바이오팜,326030,A,B+,A+,A,2024,,,,
456,에스티큐브,052020,D,D,D,D,2024,,,,
455,에스티팜,237690,A,A,A+,B+,2024,,,,
454,에스피지,058610,D,D,D,C,2024,,,,
453,에쓰씨엔지니어링,023960,D,C,D,D,2024,,,,
452,에어부산,298690,C,B+,B+,D,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
451,에이리츠,140910,C,D,D,B,2024,,,,
450,에이블씨엔씨,078520,B+,B,B+,B+,2024,,,,
449,에이비엘바이오,298380,C,D,D,B+,2024,,,,
448,에이비엘생명보험,804337,등급없음,등급없음,등급없음,B+,2024,,,,
447,에이아이에이생명보험,801688,등급없음,등급없음,등급없음,B,2024,,,,
446,에이엔피,015260,D,C,D,D,2024,,,,
445,에이프로젠,007460,D,D,D,D,2024,,,,
444,에이프로젠바이오로직스,003060,D,C,D,D,2024,,,,
443,에이플러스에셋,244920,D,D,D,C,2024,,,,
442,에치에프알,230240,D,D,D,D,2024,,,,
441,에코마케팅,230360,C,D,D,B,2024,,,,
440,에코프로,086520,C,B,B+,D,2024,,,,
439,에코프로비엠,247540,C,B,B+,D,2024,,,,
438,에코프로에이치엔,383310,B,B,B,B+,2024,,,,
437,에프에스티,036810,C,C,D,C,2024,,,,
436,엑시큐어하이트론,019490,D,C,D,D,2024,,,,
435,엔씨소프트,036570,A,B+,A+,A,2024,,,,
434,엔에이치농협캐피탈,806955,등급없음,등급없음,등급없음,A,2024,,,,
433,엔에이치엔,181710,A,A,A+,A,2024,,,,
432,엔케이,085310,D,D,D,D,2024,,,,
431,엔케이맥스,182400,D,D,D,D,2024,,,,
430,엔켐,348370,D,C,C,D,2024,,,,
429,엔피씨,004250,D,C,C,D,2024,,,,
428,엘앤씨바이오,290650,C,D,D,B+,2024,,,,
427,엘앤에프,066970,B,B+,A,C,2024,,,,
426,엘에스일렉트릭,010120,A,A,A,A,2024,,,,
425,엠로,058970,D,D,D,C,2024,,,,
424,엠씨넥스,097520,B,C,B+,B+,2024,,,,
423,영보화학,014440,D,C,C,D,2024,,,,
422,영원무역,111770,B+,B+,B+,B+,2024,,,,
421,영원무역홀딩스,009970,A,B+,B+,A,2024,,,,
420,영진약품,003520,B+,B+,A,B+,2024,,,,
419,영풍,000670,B,C,B,B+,2024,,환경 등급조정(2025.01.),,
418,영풍정밀,036560,B+,B+,A,B+,2024,,,,
417,영풍제지,006740,D,C,D,D,2024,통합 등급조정(2024.10.),,,지배구조 등급조정(2024.10.)
416,영화금속,012280,D,C,D,D,2024,,,,
415,영흥,012160,C,C,D,C,2024,,,,
414,오뚜기,007310,A,A,A+,B+,2024,,,,
413,오리엔트바이오,002630,D,D,D,D,2024,,,,
412,오리온,271560,A,A,A,B+,2024,,,,
411,오리온홀딩스,001800,A,A,A,A,2024,,,,
410,오리콤,010470,B,D,C,B+,2024,,,,
409,오스코텍,039200,D,D,D,D,2024,,,,
408,온타이드,005320,D,D,D,D,2024,,,,
407,와이즈버즈,273060,D,D,D,C,2024,,,,
406,와이지엔터테인먼트,122870,B,A,C,B+,2024,,,,
405,와이투솔루션,011690,C,C,C,C,2024,,,,
404,우리금융지주,316140,A,A+,A,B+,2024,,,,지배구조 등급조정(2025.04.)
403,우리금융캐피탈,033660,등급없음,등급없음,등급없음,B,2024,,,,
402,우리기술투자,041190,D,D,D,D,2024,,,,
401,우리은행,000030,등급없음,등급없음,등급없음,B+,2024,,,,지배구조 등급조정(2024.10.)
400,우리종합금융,010050,등급없음,등급없음,등급없음,B+,2024,,,,
399,우리카드,879070,등급없음,등급없음,등급없음,A,2024,,,,
398,우성,006980,D,D,C,D,2024,,,,
397,우신시스템,017370,C,D,D,B,2024,,,,
396,우진,105840,C,D,C,B,2024,,,,
395,우진아이엔에스,010400,C,C,C,B,2024,,,,
394,우진플라임,049800,D,C,D,D,2024,,,,
393,웅진,016880,B,C,B+,B,2024,,,,
392,웅진씽크빅,095720,B,B,A+,C,2024,,,,
391,원림,005820,D,D,D,C,2024,,,,
390,원익IPS,240810,B,B,A,C,2024,,,,
389,원익QnC,074600,C,B+,A,D,2024,,,,
388,원텍,336570,D,D,D,D,2024,,,,
387,웰바이오텍,010600,D,D,D,D,2024,,,,
386,웹젠,069080,B,D,C,B+,2024,,,,
385,위메이드,112040,C,B+,A,C,2024,,,,
384,윌비스,008600,D,D,C,D,2024,,,,
383,유나이티드,033270,B+,B,B+,B+,2024,,,,
382,유니드,014830,B,B,B+,B,2024,,,,
381,유니드비티플러스,446070,C,C,C,C,2024,,,,
380,유니슨,018000,C,C,C,B,2024,,,,
379,유니온,000910,C,C,C,B,2024,,,,
378,유니온머티리얼,047400,C,C,D,C,2024,,,,
377,유니켐,011330,D,C,D,D,2024,,,,
376,유니퀘스트,077500,D,D,D,C,2024,,,,
375,유니테스트,086390,C,D,C,C,2024,,,,
374,유성기업,002920,C,C,C,B,2024,,,,
373,유수홀딩스,000700,B+,B+,A,B+,2024,,,,
372,유안타증권,003470,C,C,D,B,2024,,,,
371,유엔젤,072130,D,D,D,D,2024,,,,
370,유유제약,000220,C,D,C,C,2024,,,,
369,유진기업,023410,D,D,D,D,2024,,,,
368,유진증권,001200,C,B,D,B,2024,,,,
367,유진테크,084370,C,C,C,C,2024,,,,
366,유한양행,000100,A,B+,A+,A,2024,,,,
365,유화증권,003460,D,D,D,C,2024,,,,
364,윤성에프앤씨,372170,C,C,D,C,2024,,,,
363,율촌화학,008730,C,C,C,C,2024,,,,
362,이건산업,008250,D,D,D,D,2024,,,,
361,이구산업,025820,C,C,D,B,2024,,,,
360,이노션,214320,A,A,A+,B+,2024,,,,
359,이녹스첨단소재,272290,B+,B+,B,B+,2024,,,,
358,이니텍,053350,B,C,C,B+,2024,,,,
357,이마트,139480,A,A,A,A,2024,,,,
356,이수페타시스,007660,B,B+,A,C,2024,,,,
355,이수화학,005950,B,B+,B+,C,2024,,,,
354,이스타코,015020,D,D,D,D,2024,,,,
353,이아이디,093230,D,D,D,D,2024,,,,
352,이엔플러스,074610,D,C,D,D,2024,,,,
351,이엠텍,091120,D,D,D,C,2024,,,,
350,이연제약,102460,C,D,D,B+,2024,,,,
349,이오테크닉스,039030,D,C,D,D,2024,,,,
348,이오플로우,294090,C,D,C,B,2024,,,,
347,이월드,084680,D,D,D,D,2024,,,,
346,이화산업,000760,D,C,D,D,2024,,,,
345,인디에프,014990,D,D,D,C,2024,,,,
344,인바이오젠,101140,D,D,D,D,2024,,,,
343,인선이엔티,060150,C,C,C,C,2024,,,,
342,인스코비,006490,D,D,D,D,2024,,,,
341,인지컨트롤스,023800,C,C,C,C,2024,,,,
340,인천도시가스,034590,B,D,B,B+,2024,,,,
339,인크로스,216050,B,D,C,B+,2024,,,,
338,인탑스,049070,B,C,B+,B,2024,,,,
337,인터지스,129260,C,C,C,C,2024,,,,
336,인터플렉스,051370,C,C,B,C,2024,,,,
335,인텔리안테크,189300,C,B,B,C,2024,,,,
334,인팩,023810,C,C,D,C,2024,,,,
333,일동제약,249420,A,A,A,B+,2024,,,,
332,일동홀딩스,000230,B+,A,A,B+,2024,,,,
331,일성건설,013360,D,C,D,D,2024,,,,
330,일성아이에스,003120,D,D,D,C,2024,,,,
329,일신방직,003200,D,C,C,D,2024,,,,
328,일신석재,007110,D,D,D,D,2024,,,,
327,일양약품,007570,C,D,C,B+,2024,,,,
326,일정실업,008500,D,D,D,D,2024,,,,
325,일진다이아,081000,D,D,D,C,2024,,,,
324,일진디스플,020760,C,C,D,B,2024,,,,
323,일진전기,103590,D,C,C,D,2024,,,,
322,일진하이솔루스,271940,C,C,C,C,2024,,,,
321,일진홀딩스,015860,B,C,C,B+,2024,,,,
320,잇츠한불,226320,C,C,C,B,2024,,,,
319,자이에스앤디,317400,B,C,B+,B,2024,,,,
318,자화전자,033240,C,C,D,C,2024,,,,
317,전방,000950,D,C,D,D,2024,,,,
316,전북은행,006350,등급없음,등급없음,등급없음,B+,2024,,,,
315,제넥신,095700,C,D,C,B,2024,,,,
314,제이비우리캐피탈,818905,등급없음,등급없음,등급없음,B+,2024,,,,
313,제이시스메디칼,287410,C,D,D,B,2024,,,,
312,제이앤티씨,204270,C,C,D,C,2024,,,,
311,제이에스코퍼레이션,194370,C,D,D,B+,2024,,,,
310,제이준코스메틱,025620,D,D,D,D,2024,,,,
309,제일기획,030000,A,A,A+,A,2024,,,,
308,제일약품,271980,C,C,B+,D,2024,,,,
307,제일연마,001560,C,C,D,B+,2024,,,,
306,제일파마홀딩스,002620,C,C,B+,C,2024,,,,
305,제주은행,006220,A,A,A,A,2024,,,,
304,제주항공,089590,A,A+,A+,B+,2024,,,,
303,젬백스,082270,D,C,C,D,2024,,,,
302,조광페인트,004910,B+,B+,A,B,2024,,,,
301,조광피혁,004700,C,D,D,B,2024,,,,
300,조비,001550,D,D,D,D,2024,,,,
299,조선선재,120030,D,D,D,C,2024,,,,
298,조일알미늄,018470,C,C,D,B,2024,,,,
297,조흥,002600,B,B+,C,B,2024,,,,
296,종근당,185750,A,A,A,B+,2024,,,,
295,종근당바이오,063160,B+,B+,A,B+,2024,,,,
294,종근당홀딩스,001630,A,A,A,A,2024,,,,
293,주성엔지니어링,036930,B+,B+,A,B+,2024,,,,
292,주성코퍼레이션,109070,D,C,D,D,2024,,,,
291,주연테크,044380,D,D,D,D,2024,,,,
290,지누스,013890,A,A,A+,A,2024,,,,
289,지씨셀,144510,B+,B+,A,B,2024,,,,
288,지엠비코리아,013870,D,D,C,D,2024,,,,
287,지역난방공사,071320,A+,A+,A+,A,2024,,,,
286,진도,088790,D,D,D,D,2024,,,,
285,진양산업,003780,D,D,D,D,2024,,,,
284,진양폴리우레탄,010640,D,D,D,D,2024,,,,
283,진양홀딩스,100250,D,D,D,D,2024,,,,
282,진양화학,051630,D,C,C,D,2024,,,,
281,진에어,272450,A,A+,A,A,2024,,,,
280,진원생명과학,011000,D,D,D,D,2024,,,,
279,진흥기업,002780,C,D,C,B,2024,,,,
278,차바이오텍,085660,C,D,C,C,2024,,,,
277,참엔지니어링,009310,D,D,D,C,2024,,,,
276,천보,278280,C,C,D,C,2024,,,,
275,천일고속,000650,D,C,D,D,2024,,,,
274,청호ICT,012600,D,D,D,D,2024,,,,
